signup_year,age,tenure_months,monthly_spend_usd,discount_pct,autopay_enabled,support_tickets_90d,complaints_90d,nps_score,days_since_last_activity,late_payments_12m,avg_monthly_usage,outages_12m,smart_meter_enabled,paperless_billing,move_flag_90d,region,customer_segment,contract_type,acquisition_channel,service_type
-1.5466835623490687,-0.7618592995732493,1.643905528619771,1.4629196073327417,-0.21153175888699025,-1.138016681430072,-0.05943420029764757,-1.1923269203871323,0.007157642207205764,0.22087727818193387,1.6201772586846208,1.5283315774351405,-0.9129068824227328,-1.2909944487358056,-1.1547005383792517,-0.29201253026104435,South,enterprise,month_to_month,referral,electric
1.5586984331650477,0.08697147013432371,-1.439504065547763,0.6884483190572976,0.48710524294160124,-1.138016681430072,-1.3801942069120403,-0.5889807679020774,0.9564870296892182,0.019488164255779195,1.2258136257390742,-1.5222196479248244,0.013230534527865646,0.7745966692414834,0.8660254037844388,-0.29201253026104435,Northeast,premium,multi_year,referral,gas
-1.1585108129098043,-1.2711577613977931,0.3456278047597568,-1.3650235420165266,0.09897357525905036,0.8787217413573976,0.20471780102523096,-1.1923269203871323,0.6400439005285474,-0.9299176585389499,1.2258136257390742,-1.0098092469415134,0.7078335972408145,0.7745966692414834,0.8660254037844388,3.424510582152248,Northeast,value,annual,sales,electric
1.5586984331650477,1.1055683937834113,0.46734134137163313,1.1495086818809575,-1.298300428398133,0.8787217413573976,0.733021803670988,-0.5889807679020774,-1.5750580035961483,-0.35452019017850805,0.4370863598479809,-0.12550332925268684,1.1709023057161136,0.7745966692414834,-1.1547005383792517,3.424510582152248,Midwest,standard,month_to_month,referral,gas
-0.38216531403127507,-1.3843351973588027,-0.22236869942899948,0.35312181224879535,-0.9101687607155821,0.8787217413573976,0.733021803670988,-0.5889807679020774,1.5893732880105598,-0.09559132941630918,0.8314499927935276,1.3283812621291051,0.9393679514784641,0.7745966692414834,0.8660254037844388,-0.29201253026104435,West,enterprise,multi_year,social,water
0.39418018484725403,-1.4409239153393076,-0.060083983946497686,-1.6535485097954745,-1.6864320960806838,-1.138016681430072,0.20471780102523096,1.824403842038142,-0.9421717452748067,-1.4190055066453255,-0.746004538988659,0.5044404734840537,1.633971014191413,0.7745966692414834,0.8660254037844388,-0.29201253026104435,Northeast,enterprise,month_to_month,social,gas
0.39418018484725403,1.5016894196469455,-0.30351105717025034,-0.9376878176112221,-0.056279091813969936,0.8787217413573976,-0.05943420029764757,0.6177115370680324,-1.5750580035961483,-0.15313107625235337,1.6201772586846208,-0.4612384863013396,-0.9129068824227328,0.7745966692414834,0.8660254037844388,-0.29201253026104435,Midwest,standard,month_to_month,paid_search,water
-1.5466835623490687,1.4451007016664406,-0.18179752055837403,-0.5854446554414175,-0.5996634265695413,0.8787217413573976,0.20471780102523096,0.014365384582977448,-0.6257286161141359,0.19210740476391178,1.2258136257390742,-1.3054858368646565,0.24476488876551525,0.7745966692414834,0.8660254037844388,-0.29201253026104435,Midwest,enterprise,month_to_month,sales,bundle
0.39418018484725403,0.822624803880887,1.643905528619771,-1.6357262518987712,0.4094789094050914,-1.138016681430072,1.5254778076396236,1.2210576895530874,0.9564870296892182,0.9113542402144641,0.04272272690243425,0.04252735418664567,0.013230534527865646,0.7745966692414834,-1.1547005383792517,-0.29201253026104435,Midwest,enterprise,annual,partner,electric
0.7823529342865185,0.5962699319588676,-0.30351105717025034,0.3025891907733862,-1.6864320960806838,-1.138016681430072,0.20471780102523096,-0.5889807679020774,-1.5750580035961483,0.9113542402144641,0.4370863598479809,-1.1870553580786933,0.24476488876551525,0.7745966692414834,0.8660254037844388,-0.29201253026104435,West,standard,multi_year,sales,water
0.7823529342865185,-1.723867505241832,1.3193360976547674,-0.06794714261153038,-0.4444107594965208,0.8787217413573976,-0.8518902042662831,0.6177115370680324,-1.5750580035961483,-1.1888465193011488,0.04272272690243425,0.6253664574696108,-0.6813725281850832,0.7745966692414834,0.8660254037844388,-0.29201253026104435,Midwest,standard,month_to_month,partner,bundle
0.006007435407989458,-0.25256083774870547,-1.6829311387715156,1.2346715443101235,0.48710524294160124,0.8787217413573976,1.5254778076396236,-1.1923269203871323,0.007157642207205764,0.5948856326162211,0.4370863598479809,-1.5461308284647255,-0.21830381970978396,0.7745966692414834,0.8660254037844388,-0.29201253026104435,Northeast,enterprise,multi_year,sales,water
-0.7703380634705397,0.5962699319588676,-0.5875093092646285,1.0300778195121956,1.7291265795257644,-1.138016681430072,0.733021803670988,0.014365384582977448,-1.5750580035961483,0.019488164255779195,0.8314499927935276,1.565649981988547,0.24476488876551525,0.7745966692414834,-1.1547005383792517,-0.29201253026104435,Midwest,premium,annual,sales,water
