signup_year,age,tenure_months,monthly_spend_usd,discount_pct,support_tickets_90d,complaints_90d,nps_score,days_since_last_activity,late_payments_12m,seats_purchased,active_users_30d,feature_adoption_score,integrations_connected,admin_logins_30d,region_Midwest,region_Northeast,region_South,region_West,customer_segment_enterprise,customer_segment_premium,customer_segment_standard,customer_segment_value,contract_type_annual,contract_type_month_to_month,contract_type_multi_year,autopay_enabled_0,autopay_enabled_1,acquisition_channel_organic,acquisition_channel_paid_search,acquisition_channel_partner,acquisition_channel_referral,acquisition_channel_sales,acquisition_channel_social,onboarding_completed_0,onboarding_completed_1
-0.0027310548098958384,-1.1676052064730393,0.672031352169522,1.22158315778094,0.21700343060489685,1.02235722497055,1.1313589903349515,1.5747842152445264,-0.43759678543689223,1.5135285782330905,1.0093856122982345,1.1174018743757173,0.5262171130631522,1.1186706097853467,-0.7561314053269812,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.3850787282008771,-1.336930470920991,1.6116496561147502,-0.11912025957331639,-1.4851287415421721,1.02235722497055,-0.08158491761828301,-1.5732851346017425,1.6533745293757185,1.5135285782330905,0.8124845938092446,1.621706996932911,1.3788837314525195,-1.2201926984390425,-0.7561314053269812,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.1497740749828396,-1.5626974901849269,1.6525026258514994,0.13065452126350602,0.5264820073589093,-1.1435445883340198,-0.08158491761828301,-0.9436712646324887,0.02069829726176216,-0.021008543934436304,-1.2338795626298986,0.5073553551533057,-0.29234284059064053,-0.680455011925722,0.4104862146471468,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.3796166185810854,-1.1676052064730393,-0.5127047701962005,-0.7685421646789018,-1.4077590973536689,-1.6850200416601622,-1.2945288255715175,1.5747842152445264,0.908645019990405,-0.021008543934436304,-0.3196962625024463,0.32840837618139823,0.7990704309477497,0.21910779892981241,1.3583630308761256,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.1497740749828396,0.3563221735585271,-0.47185180045945146,-0.451530389868498,1.6870266701864562,-1.1435445883340198,-0.08158491761828301,1.2599772802598996,1.6247310867070526,0.7462600171493271,-0.9666567518234126,-1.6156065317406867,0.8331770956833244,0.03919523675870553,-0.8290450065753642,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.5321217483738208,0.41276392837451104,0.01838383638153719,-1.3896714603136695,-1.4077590973536689,-0.8728068616709487,-1.2945288255715175,-0.3140573946632349,-0.09387547341290144,-1.1719113855600813,-0.748659195639174,-0.23283442150322042,0.49211044832757755,0.21910779892981241,-0.9748722090721301,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7619642919720666,-0.6596294131291839,1.2031199587472599,0.5557164070119996,-0.866171588034147,-1.1435445883340198,-0.08158491761828301,-1.5732851346017425,1.510157316032389,1.1298942976912087,-1.114332515690155,1.3695544356543141,-0.5651961584752379,-1.2201926984390425,-1.2665266140656621,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.5266596387540292,0.3563221735585271,-1.4114701044046798,-1.16075173374992,-0.5566930112801345,1.02235722497055,1.1313589903349515,-0.3140573946632349,-0.6094574414488877,-1.555545666101963,0.11629884986603095,0.580560937459995,1.5494170551303927,0.93875804761424,1.3583630308761256,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.5321217483738208,-0.43386239386524805,1.6933555955882484,-0.9981346349288794,-1.5624983857306753,1.293094951633621,-0.08158491761828301,0.3155564753060189,0.8513581346530733,0.3626257366074454,0.6577766507107528,-1.4610614135376758,-1.6907160947492028,-1.2201926984390425,-0.9748722090721301,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.7619642919720666,1.202948495798286,-0.6352636794064477,0.5019716614122165,-0.866171588034147,0.7516194983074787,1.7378309443115687,-1.5732851346017425,0.9659319053277369,-0.021008543934436304,-0.8471097048836689,1.678644672060336,-1.6225027652780533,-0.680455011925722,1.6500174358696578,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.1443119653630478,-0.03877011015336049,-1.5340290136149268,1.4945675957926343,0.13963378641639365,0.7516194983074787,0.5248870363583342,1.2599772802598996,-1.0391090814788762,-1.555545666101963,-1.1073003364584053,-1.1438372235420218,-1.1450094589800077,-1.5800178227812565,-0.24573619658830018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.1497740749828396,-0.490304148681232,-1.4523230741414288,1.361812841710277,0.9133302283014252,0.48088177164440743,0.5248870363583342,0.0007495403213919661,-0.35166645743089453,1.5135285782330905,1.6704104600826999,0.051853954133904985,0.560323777798727,0.5789329232720262,0.7750542208890617,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.3796166185810854,1.5980407795101739,0.4677665034857768,-1.2545621033295136,1.53228738180945,-1.4142823149970911,-0.6880568715949003,0.9451703452752727,-1.4114738361715329,-1.555545666101963,0.4397790945265141,1.3858223428335783,-1.0085828000377088,0.03919523675870553,-0.09990899409153418,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.5321217483738208,-0.03877011015336049,0.8762962008532673,-0.34303178313958943,-1.4077590973536689,-0.8728068616709487,0.5248870363583342,1.5747842152445264,-1.096395966816208,0.3626257366074454,-0.5869190733089324,1.2150093174513033,0.9013904251544739,-1.4001052606101496,1.4312766321245087,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.7619642919720666,-1.1111634516570554,-0.7169696188799458,0.6445933228925866,-1.0982805205996562,0.7516194983074787,1.1313589903349515,0.6303634102906458,-1.5546910495148623,-0.021008543934436304,0.5663583206980075,0.686302334125213,-1.2473294531867318,-0.32062988758350824,0.7750542208890617,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.7674264015918584,-1.3933722257369752,1.0397080798002636,-0.17630347290271017,1.068069516678431,-0.06059368168173501,-0.08158491761828301,-1.2584781996171157,-1.4114738361715329,0.3626257366074454,0.5874548583932564,-1.1601051307212862,-1.110902794244433,-0.8603675740968288,-1.6310946203075771,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.0027310548098958384,1.54159902469419,0.3043546245387806,-0.4818786050472351,1.6096570259979532,1.293094951633621,-1.2945288255715175,-0.6288643296478619,0.5076368226290825,-0.7882771050181997,0.9953212538347351,0.25520279387470884,-0.36055617006178975,0.21910779892981241,-1.4852674178108112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.7674264015918584,0.017671644662623456,1.1214140192737616,-0.9733552424861419,-0.16984479033761873,0.7516194983074787,1.7378309443115687,-0.3140573946632349,-0.9531787534728784,-1.555545666101963,-1.7190999296206235,1.1824735030927744,-0.39466283479736447,0.39902036110091926,-0.9019586078237471,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.3850787282008771,1.1465067409823022,-1.1254993162474363,-0.03700815520424566,-0.01510550196061254,-0.06059368168173501,-1.2945288255715175,-1.2584781996171157,-0.5808139987802218,1.1298942976912087,1.7196357147049475,-0.4605851220129208,0.6967504367410255,0.21910779892981241,1.5771038346212747,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.7674264015918584,-0.490304148681232,1.0397080798002636,1.5382959353974646,1.7643963143749595,1.5638326782966923,1.7378309443115687,0.6303634102906458,1.0805056760024006,-1.555545666101963,1.5227346962159576,0.3446762833606626,0.6285371072698764,1.1186706097853467,0.1917454109019978,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-1.1497740749828396,1.0900649861663183,0.631178382432773,0.9327518684936493,0.835960584112922,-0.06059368168173501,0.5248870363583342,-1.5732851346017425,-0.6094574414488877,-0.404642824476318,0.0881701329390324,-1.4773293207169402,1.2083504077746459,-0.14071732541240134,1.2125358283793597,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1443119653630478,-1.1111634516570554,-0.880381497826942,1.5181509994598548,-0.7114322996571407,-1.4142823149970911,-0.6880568715949003,1.5747842152445264,1.5960876440383867,-0.404642824476318,1.5227346962159576,0.11692558285096223,0.9696037546256233,1.6584082962986675,0.7021406196406788,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.0027310548098958384,0.6949727024544308,1.2439729284840089,-1.6378765058826263,-1.0209108764111532,0.7516194983074787,-0.6880568715949003,1.2599772802598996,0.9945753479964028,-1.1719113855600813,-0.08763434785470843,0.4585516336155127,0.5262171130631522,1.1186706097853467,-0.9019586078237471,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.3850787282008771,0.017671644662623456,-1.0846463465106873,0.851686254303156,1.377548093432444,-1.1435445883340198,-0.08158491761828301,-0.3140573946632349,-0.15116235875023323,1.5135285782330905,-0.3689215171246938,-1.3715879240517221,1.2083504077746459,-1.0402801362679357,-0.026995392843151195,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.1497740749828396,-1.336930470920991,-1.4931760438781778,-1.5767315797343333,-0.24721443452612193,1.293094951633621,-0.08158491761828301,1.2599772802598996,-0.32302301476222867,-1.1719113855600813,-0.5025329225279368,-0.005083720993520097,-0.8380494763598355,1.1186706097853467,-0.9748722090721301,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.1497740749828396,1.3158320054302541,-1.5340290136149268,1.6746012811571371,1.3001784492439408,-1.4142823149970911,-0.6880568715949003,1.5747842152445264,-0.5235271134428899,-1.555545666101963,-1.3956196849601403,0.8489814059178562,0.560323777798727,1.4784957341275606,-0.6103042028302151,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3796166185810854,-1.506255735368943,0.14094274559178435,1.3320626209192983,-1.3303894531651659,1.02235722497055,0.5248870363583342,1.5747842152445264,-0.6953877694548853,0.3626257366074454,0.960160357675987,0.5154893087429379,0.08283047150068125,-0.14071732541240134,1.4312766321245087,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1443119653630478,0.3563221735585271,0.5086194732225259,0.9933361749034189,0.06226414222789066,1.02235722497055,-0.6880568715949003,-1.5732851346017425,-0.5808139987802218,-1.1719113855600813,1.6071208469969533,-0.7534074512396783,1.4812037256592436,-0.14071732541240134,-1.193613012817279,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.3850787282008771,-1.1111634516570554,-1.2889111951944325,1.1176442582586892,-1.5624983857306753,1.02235722497055,1.1313589903349515,0.0007495403213919661,0.9659319053277369,-1.555545666101963,-0.5798868940771827,1.6461088577018073,0.2533637951785545,-0.5005424497546151,1.4312766321245087,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3796166185810854,0.9207397217183665,-1.4931760438781778,1.044502069705994,-1.4077590973536689,1.5638326782966923,0.5248870363583342,0.3155564753060189,-0.7240312121235513,-1.555545666101963,-1.058075081836158,-1.526133042254733,-0.8039428116242607,-1.4001052606101496,-0.9019586078237471,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.1497740749828396,0.8642979669023826,-1.0437933767739382,-1.6098081443072179,0.990699872489928,-1.4142823149970911,-0.6880568715949003,-0.3140573946632349,-0.8958918681355467,1.1298942976912087,-0.593951252540682,-0.16776279278616318,0.35568378938527867,0.03919523675870553,0.5563134171439128,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.5266596387540292,0.2998804187425432,0.8354432311165183,-0.5433972776878769,1.6870266701864562,1.293094951633621,1.7378309443115687,0.0007495403213919661,0.7367843639784096,1.1298942976912087,-1.1776221287759017,-0.9648902445701144,1.6858437140726916,0.39902036110091926,-0.026995392843151195,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.0027310548098958384,-1.6755809998168947,-0.18588101230220808,-1.041825599884475,-1.1756501647881594,1.5638326782966923,0.5248870363583342,0.3155564753060189,0.30713272394842117,0.7462600171493271,0.6648088299425023,-0.4768530291921851,0.1510438009718307,-0.5005424497546151,0.1188318096536148,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.3850787282008771,0.017671644662623456,0.4677665034857768,-0.8261364991498793,-0.4019537229031281,0.2101440449813362,1.7378309443115687,-0.6288643296478619,-0.6381008841175535,-0.404642824476318,-0.1016987063182077,1.2475451318098318,-0.053596187441617635,1.6584082962986675,1.5041902333728918,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.7674264015918584,-1.2804887161050071,-0.7169696188799458,0.7515969436520992,-1.0209108764111532,-0.33133140834480623,-0.6880568715949003,-0.6288643296478619,-1.0391090814788762,-1.1719113855600813,-0.07356998939120916,1.206875363861671,-1.5201827710713294,1.6584082962986675,0.9937950246342108,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.5321217483738208,0.469205683190495,-0.22673398203895714,-1.0007134857260873,1.1454391608669343,1.293094951633621,-1.2945288255715175,-1.5732851346017425,-0.03658858807556964,-1.555545666101963,-0.382985875588193,-0.9079525694426893,1.1060304135679218,-0.14071732541240134,1.5041902333728918,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.5266596387540292,0.8078562120863986,0.1817957153285334,-0.09714396582319645,-1.5624983857306753,1.02235722497055,-1.2945288255715175,-0.3140573946632349,0.45034993729175066,-0.7882771050181997,1.6844748185461993,0.9221869882245456,-0.8380494763598355,-1.4001052606101496,0.7021406196406788,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.5266596387540292,-0.9982799420250875,0.4677665034857768,-1.5404407953272474,-1.1756501647881594,-1.1435445883340198,-0.6880568715949003,-1.2584781996171157,0.5076368226290825,-0.404642824476318,0.18662064218352728,-0.24910232868248475,0.9696037546256233,1.1186706097853467,1.3583630308761256,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.7619642919720666,0.8642979669023826,0.22264868506528246,0.17535460174844403,1.53228738180945,-0.8728068616709487,0.5248870363583342,-0.6288643296478619,0.10662862526775986,-1.555545666101963,-1.4800058357411359,-0.3304418645788063,0.18515046570740543,-1.5800178227812565,-1.6310946203075771,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.7674264015918584,-1.6191392450009108,0.3452075942755296,-0.24780117688906977,0.6812212957359156,-1.4142823149970911,-0.6880568715949003,-1.5732851346017425,0.7081409213097437,-0.021008543934436304,0.3342964060502696,0.13319349003022654,-0.053596187441617635,-0.32062988758350824,-0.5373906015818322,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.0027310548098958384,1.4851572698782058,-1.4931760438781778,0.33714945828631676,0.06226414222789066,1.02235722497055,-1.2945288255715175,-0.3140573946632349,0.24984583861108936,1.5135285782330905,1.459445083130211,0.4260158192569841,-0.49698282900408863,1.2985831719564538,1.6500174358696578,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.0027310548098958384,-1.3933722257369752,-1.4523230741414288,-0.18620775494995803,1.3001784492439408,1.293094951633621,-1.2945288255715175,1.5747842152445264,-0.23709268675623094,-0.7882771050181997,0.4186825568312652,-1.4854632743065723,-0.4628761642685139,-0.8603675740968288,-1.558181019059194,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.7674264015918584,0.8642979669023826,-0.022469133355211862,-1.229820085536011,-0.16984479033761873,-0.06059368168173501,1.7378309443115687,0.6303634102906458,1.510157316032389,-0.7882771050181997,-1.247943921093398,0.4260158192569841,-1.6225027652780533,1.6584082962986675,0.6292270183922958,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.1443119653630478,0.24343866392655922,-0.18588101230220808,1.2517444997135028,-1.5624983857306753,0.48088177164440743,1.1313589903349515,1.2599772802598996,0.5935671506350801,0.3626257366074454,0.8265489522727439,0.8733832666867526,-0.22412951111949106,0.39902036110091926,0.1917454109019978,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.5321217483738208,-0.6031876583131999,-1.1663522859841853,1.6008237235674487,-1.7172376741076814,-0.8728068616709487,0.5248870363583342,0.0007495403213919661,0.13527206793642577,0.7462600171493271,1.5860243093017043,-1.257712573796872,1.2083504077746459,0.93875804761424,1.2854494296277428,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.5266596387540292,-0.7725129227611517,-1.6157349530884249,-0.35360880887306567,1.3001784492439408,-1.1435445883340198,-0.08158491761828301,-0.9436712646324887,-1.125039409484874,0.3626257366074454,-0.17905267786745366,-1.3715879240517221,-0.08770285217719236,1.2985831719564538,-0.9019586078237471,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.7674264015918584,1.202948495798286,0.4677665034857768,-0.4530253758378939,0.13963378641639365,1.293094951633621,-0.08158491761828301,-1.5732851346017425,-0.40895334276822637,-0.021008543934436304,-0.6291121486994302,-0.7208716368811497,0.014617142029531807,0.758845485443133,-0.6832178040785981,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
