signup_year,age,tenure_months,monthly_spend_usd,discount_pct,autopay_enabled,support_tickets_90d,complaints_90d,nps_score,days_since_last_activity,late_payments_12m,orders_180d,cart_abandon_rate,avg_order_value_usd,return_rate,app_sessions_30d,free_shipping_member,region,customer_segment,contract_type,acquisition_channel
0.0,0.0,1.4926063666941352,-1.271132237300325,0.21512205855088243,0.0,-0.6257763539777931,0.0,-0.045175302964461234,-1.20069202299314,0.0,-0.7281323666409392,5.551115123125783e-17,0.0,0.0,-0.7694916433082748,0.0,1,Female,Credit Card,Computer
0.0,0.0,-0.4297340552475598,2.253373856749685,1.0442421609924142,0.0,-0.6257763539777931,0.0,-0.045175302964461234,0.20747996270747435,0.0,-0.38072683916733846,5.551115123125783e-17,0.0,0.0,0.47183728271624864,0.0,1,Female,Credit Card,Mobile Phone
0.0,0.0,-1.2212859936941403,-0.4514796572886948,-0.6139980438906494,0.0,-0.6257763539777931,0.0,-0.7659682947982333,-0.4966060301428328,0.0,-0.7281323666409392,5.551115123125783e-17,0.0,0.0,-0.7694916433082748,0.0,1,Male,Credit Card,Mobile Phone
0.0,0.0,0.8141332765970664,-0.4104970282881133,0.007842032940499483,0.0,-0.6257763539777931,0.0,-0.045175302964461234,-0.2619106991927304,0.0,-0.38072683916733846,5.551115123125783e-17,0.0,0.0,-0.14882718029601308,0.0,1,Male,Debit Card,Computer
0.0,0.0,0.5879755798980434,2.8066393482575354,-3.0909943499347254,0.0,-0.6257763539777931,0.0,-0.045175302964461234,2.3197379412583956,0.0,0.6614897432534634,5.551115123125783e-17,0.0,0.0,-0.14882718029601308,0.0,1,Male,Debit Card,Mobile Phone
0.0,0.0,-1.2212859936941403,-0.9842538342962545,-0.6139980438906494,0.0,-0.6257763539777931,0.0,-0.7659682947982333,-0.7313013610929352,0.0,-0.7281323666409392,5.551115123125783e-17,0.0,0.0,4.195824060789819,0.0,1,Male,Debit Card,Phone
0.0,0.0,-1.1082071453446287,-0.5949188587907301,-0.19943799266988346,0.0,-0.6257763539777931,0.0,1.3964106807030827,-0.9659966920430375,0.0,-0.38072683916733846,5.551115123125783e-17,0.0,0.0,0.47183728271624864,0.0,3,Male,COD,Phone
0.0,0.0,0.022581338150486067,-0.4104970282881133,-0.19943799266988346,0.0,-0.6257763539777931,0.0,-1.4867612866320052,-0.7313013610929352,0.0,-0.7281323666409392,5.551115123125783e-17,0.0,0.0,-0.7694916433082748,0.0,1,Male,Debit Card,Mobile Phone
0.0,0.0,-0.7689706002960942,-0.3695143992875318,-0.8212780695010323,0.0,1.5980149995176824,0.0,-1.4867612866320052,-0.027215368242628026,0.0,1.7037063256742653,5.551115123125783e-17,0.0,0.0,-0.7694916433082748,0.0,1,Female,Credit Card,Mobile Phone
0.0,0.0,0.13566018649999753,-0.24656651228578727,1.2515221866027972,0.0,-0.6257763539777931,0.0,-1.4867612866320052,0.20747996270747435,0.0,-0.38072683916733846,5.551115123125783e-17,0.0,0.0,-0.14882718029601308,0.0,3,Female,E wallet,Mobile Phone
0.0,0.0,0.9272121249465779,-0.5539362297901486,0.6296821097716483,0.0,1.5980149995176824,0.0,0.6756176888693107,-0.4966060301428328,0.0,0.3140842157798628,5.551115123125783e-17,0.0,0.0,-0.14882718029601308,0.0,1,Female,Debit Card,Mobile Phone
0.0,0.0,0.3618178831990205,-0.5744275442904394,1.6660822378235631,0.0,-0.6257763539777931,0.0,0.6756176888693107,-0.2619106991927304,0.0,-0.38072683916733846,5.551115123125783e-17,0.0,0.0,-0.14882718029601308,0.0,1,Male,Debit Card,Phone
0.0,0.0,0.13566018649999753,0.3476816082226446,-0.40671801828026644,0.0,1.5980149995176824,0.0,-0.7659682947982333,-0.9659966920430375,0.0,-0.38072683916733846,5.551115123125783e-17,0.0,0.0,-0.14882718029601308,0.0,3,Male,Debit Card,Mobile Phone
0.0,0.0,-1.1082071453446287,-0.6154101732910209,-0.8212780695010323,0.0,-0.6257763539777931,0.0,1.3964106807030827,-0.2619106991927304,0.0,-0.7281323666409392,5.551115123125783e-17,0.0,0.0,-0.7694916433082748,0.0,3,Male,Debit Card,Phone
0.0,0.0,-0.09049751019902541,-0.24656651228578727,-0.19943799266988346,0.0,-0.6257763539777931,0.0,-0.7659682947982333,-0.9659966920430375,0.0,-0.7281323666409392,5.551115123125783e-17,0.0,0.0,-0.14882718029601308,0.0,3,Male,Credit Card,Mobile Phone
0.0,0.0,-1.1082071453446287,0.6140686967264244,-0.19943799266988346,0.0,-0.6257763539777931,0.0,-0.045175302964461234,-0.9659966920430375,0.0,-0.38072683916733846,5.551115123125783e-17,0.0,0.0,0.47183728271624864,0.0,3,Male,E wallet,Mobile Phone
0.0,0.0,0.022581338150486067,0.04031189071828329,-0.19943799266988346,0.0,1.5980149995176824,0.0,-0.045175302964461234,-1.20069202299314,0.0,-0.7281323666409392,5.551115123125783e-17,0.0,0.0,-0.7694916433082748,0.0,1,Female,Debit Card,Mobile Phone
0.0,0.0,0.022581338150486067,-0.6973754312921839,1.0442421609924142,0.0,1.5980149995176824,0.0,-0.045175302964461234,-0.7313013610929352,0.0,-0.38072683916733846,5.551115123125783e-17,0.0,0.0,-0.7694916433082748,0.0,1,Female,COD,Phone
0.0,0.0,0.9272121249465779,0.18375109222031857,-0.19943799266988346,0.0,-0.6257763539777931,0.0,-1.4867612866320052,0.44217529365757674,0.0,0.3140842157798628,5.551115123125783e-17,0.0,0.0,-0.7694916433082748,0.0,1,Male,Debit Card,Mobile Phone
0.0,0.0,0.24873903484950902,-0.26705782678607803,1.0442421609924142,0.0,-0.6257763539777931,0.0,-0.045175302964461234,0.6768706246076791,0.0,2.7459229080950673,5.551115123125783e-17,0.0,0.0,-0.7694916433082748,0.0,1,Female,Credit Card,Mobile Phone
0.0,0.0,1.2664486699951123,0.24522503572119084,0.007842032940499483,0.0,-0.6257763539777931,0.0,-0.045175302964461234,0.6768706246076791,0.0,1.7037063256742653,5.551115123125783e-17,0.0,0.0,0.47183728271624864,0.0,3,Female,Debit Card,Mobile Phone
0.0,0.0,-0.4297340552475598,-0.5539362297901486,-0.6139980438906494,0.0,-0.6257763539777931,0.0,-1.4867612866320052,-0.9659966920430375,0.0,-0.38072683916733846,5.551115123125783e-17,0.0,0.0,0.47183728271624864,0.0,1,Male,Credit Card,Mobile Phone
0.0,0.0,-0.8820494486456057,-0.103127310783752,0.8369621353820312,0.0,1.5980149995176824,0.0,1.3964106807030827,0.20747996270747435,0.0,-0.38072683916733846,5.551115123125783e-17,0.0,0.0,-0.14882718029601308,0.0,1,Male,Credit Card,Mobile Phone
0.0,0.0,1.4926063666941352,-1.107201721297999,-0.8212780695010323,0.0,1.5980149995176824,0.0,0.6756176888693107,-0.7313013610929352,0.0,-0.38072683916733846,5.551115123125783e-17,0.0,0.0,-0.7694916433082748,0.0,3,Female,Debit Card,Computer
0.0,0.0,1.1533698216456008,1.7615823087427067,-0.40671801828026644,0.0,1.5980149995176824,0.0,-0.045175302964461234,2.0850426103082933,0.0,3.0933284355686683,5.551115123125783e-17,0.0,0.0,-0.14882718029601308,0.0,3,Female,Credit Card,Computer
0.0,0.0,-0.5428129035970714,-0.6973754312921839,-0.40671801828026644,0.0,-0.6257763539777931,0.0,0.6756176888693107,-0.7313013610929352,0.0,-0.7281323666409392,5.551115123125783e-17,0.0,0.0,-0.7694916433082748,0.0,1,Male,Debit Card,Phone
0.0,0.0,1.8318429117426698,1.986986768245905,-0.19943799266988346,0.0,-0.6257763539777931,0.0,-0.045175302964461234,-0.4966060301428328,0.0,4.482950545463071,5.551115123125783e-17,0.0,0.0,-0.14882718029601308,0.0,3,Male,Credit Card,Mobile Phone
0.0,0.0,0.3618178831990205,-0.3695143992875318,1.6660822378235631,0.0,-0.6257763539777931,0.0,-0.045175302964461234,-0.9659966920430375,0.0,-0.38072683916733846,5.551115123125783e-17,0.0,0.0,0.47183728271624864,0.0,1,Female,Credit Card,Mobile Phone
0.0,0.0,1.9449217600921813,2.2123912277491034,1.2515221866027972,0.0,-0.6257763539777931,0.0,-1.4867612866320052,1.850347279358191,0.0,-0.38072683916733846,5.551115123125783e-17,0.0,0.0,-0.14882718029601308,0.0,1,Female,Credit Card,Computer
0.0,0.0,-1.2212859936941403,0.22473372122090007,1.2515221866027972,0.0,-0.6257763539777931,0.0,1.3964106807030827,0.44217529365757674,0.0,-0.7281323666409392,5.551115123125783e-17,0.0,0.0,-0.7694916433082748,0.0,1,Male,Debit Card,Computer
