signup_year,age,tenure_months,monthly_spend_usd,discount_pct,autopay_enabled,support_tickets_90d,complaints_90d,nps_score,days_since_last_activity,late_payments_12m,courses_enrolled,completion_rate,logins_30d,assignments_late_90d,advisor_contacts_90d,region,customer_segment,contract_type,acquisition_channel,program_type
-1.634659721446339,-1.22442945822425,1.1017233799402975,0.7055275257748892,0.25557645276199353,-1.1631599960755994,-0.993294651593659,-1.2112280244054792,-0.8843999803186553,-1.5084667340431184,-1.516505907968262,-1.063162311546017,0.667053510902533,0.10515385015319016,1.46324571959517,-1.5735912368929044,Midwest,enterprise,multi_year,organic,certificate
1.181572086964002,0.9333063702548481,-0.8231356296646474,-1.1766531590386893,0.33372869896515145,-1.1631599960755994,0.548024635362019,-0.012839873050234717,0.35582703715658764,-0.5575924221005318,0.41242347224576,1.574680509355817,1.1734148127495374,0.07118106779600565,-1.6577623275772018,1.631244364106653,West,value,annual,referral,subscription
-0.025384402354715577,1.2652657284824016,-0.3316822655101934,0.9734302390214205,-1.385620717504321,-1.1631599960755994,0.2911380875360726,-0.012839873050234717,-0.2642864715810338,0.1051381589503618,-0.35914827983984876,-0.1838813712454056,-0.5988497437149773,0.6487183678681424,-0.189052658319615,-0.8614055477818917,West,standard,month_to_month,paid_search,certificate
-1.232340891673433,-1.4457356970426192,-1.2736345468062302,0.8666845642708298,0.8807944223872564,0.8597269536210953,-0.993294651593659,-0.012839873050234717,1.2859973002630198,1.6034855595871649,-1.516505907968262,-0.7700686647791464,-0.12865710628561644,0.3429633266534818,0.5453021763091783,1.631244364106653,South,standard,annual,organic,bootcamp
1.583890916736908,-1.003123219405881,-0.5774089475874205,-1.714276006679347,0.09927196035567774,-1.1631599960755994,-0.7364081037677127,0.5863542026273876,-1.194456734687466,1.2865274556063027,-1.1307200319254576,-1.3562559583128873,0.7032221753201762,0.10515385015319016,0.36171346765198,0.9190586749956401,South,value,multi_year,organic,degree
-0.8300220619005273,-0.6158373014737352,0.5283611217601011,-0.223323041556259,-1.3074684713011633,0.8597269536210953,-0.22263500811582004,-0.012839873050234717,0.6658837915253984,-1.5372811071322876,1.5697811003741733,-0.7700686647791464,-1.2498857032325543,-0.7441657087764227,0.7288908849663767,-0.8614055477818917,Midwest,value,annual,paid_search,certificate
-0.025384402354715577,1.1546126090732172,1.0607689329274264,-0.9887540665138481,-0.13518477825379574,0.8597269536210953,0.03425153971012628,1.1855482783050098,0.35582703715658764,-1.3067661224189333,0.026637596202955617,-0.7700686647791464,1.6436074501788984,-0.5403290146333157,-0.73981878429121,-0.5053127032263853,Midwest,premium,month_to_month,referral,bootcamp
1.181572086964002,-1.0584497791104732,1.7569945321462361,1.4016740057588493,-1.1511639788948476,0.8597269536210953,-0.22263500811582004,1.7847423539826321,0.045770282787776936,-0.5575924221005318,0.7982093482885644,1.2815868625889464,0.41387285997903106,-1.4236213559201132,-1.4741736189200034,1.631244364106653,Northeast,value,multi_year,partner,subscription
-0.025384402354715577,0.10340797468596419,0.6102700157858434,1.2920723834906092,-0.13518477825379574,-1.1631599960755994,0.2911380875360726,-0.612033948727857,-1.194456734687466,1.2865274556063027,1.1839952243313687,0.6953995690552056,-1.1775483743972681,0.8525550620112495,-0.5562300756340117,1.631244364106653,South,premium,annual,paid_search,certificate
-0.42770323212762146,-0.9477966597012888,0.7331333568244569,0.7965469440646561,1.1152511609967295,-1.1631599960755994,1.0617977310139117,-0.612033948727857,-1.194456734687466,-1.6813529725781342,-0.7449341558826531,-1.063162311546017,0.41387285997903106,-0.8800568382051609,-0.9234074929484083,-1.5735912368929044,Midwest,premium,multi_year,paid_search,certificate
