signup_year,age,tenure_months,monthly_spend_usd,discount_pct,support_tickets_90d,complaints_90d,nps_score,days_since_last_activity,late_payments_12m,premium_usd,claims_24m,policy_count,agent_contact_90d,renewal_days_remaining,region_Midwest,region_Northeast,region_South,region_West,customer_segment_enterprise,customer_segment_premium,customer_segment_standard,customer_segment_value,contract_type_annual,contract_type_month_to_month,contract_type_multi_year,autopay_enabled_0,autopay_enabled_1,acquisition_channel_organic,acquisition_channel_paid_search,acquisition_channel_partner,acquisition_channel_referral,acquisition_channel_sales,acquisition_channel_social,policy_type_auto,policy_type_bundle,policy_type_health,policy_type_home,policy_type_life
-1.7422863341844157,-1.098627783260691,-1.1819517526976009,0.27233563390998466,1.2847987773638958,0.5068401981845204,1.1810172179509393,-1.509056731225744,-1.4620313278864123,0.018047590703648482,-1.410754116528782,1.1050027217202727,1.4533503874649532,-1.5582336553110305,0.6824341657474639,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.9423297773574726,0.9239281747207589,-0.723673283689761,-0.98018878010782,1.1307659545585476,0.5068401981845204,1.1810172179509393,1.269430577119756,-0.08708651887951827,-1.5368217622260723,-1.2498142319913272,1.5411880066098542,-1.4395745544084133,0.36891044136338896,-1.4976016407355666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.14237322053052945,-0.5929887937653284,-1.4319218267018774,-0.46292908388281245,0.20656901772645814,-0.8362063837555337,0.5731407087114853,-0.27417348307218836,1.1475577994123864,1.572916943633369,1.4380483703372748,0.6688174368306914,-0.7163433189400717,-0.40194719730637885,-0.3742644129408172,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.4575398931233567,1.598113494047909,0.9011321973380351,0.009129912477883874,-0.7176279191056312,-1.6420343329195661,-1.2504888190068766,-0.27417348307218836,0.6424760328384255,1.1841996054009392,-1.4414036683266271,1.1050027217202727,0.7301191519966116,-1.1728048359761467,1.6724940953292768,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.25760505788294213,1.1486566144964756,-0.22373313568120837,0.1877377808306069,1.7468972457799405,-0.2989877509795121,-0.03473580052796867,0.6519889530429783,0.726656327267419,1.572916943633369,-0.500823244331184,1.5411880066098542,-0.7163433189400717,-1.1728048359761467,0.787152042914771,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0575616147098852,-1.15480989320462,-0.8486583206918992,1.5683122433529053,-0.8716607419109795,-0.8362063837555337,0.5731407087114853,1.269430577119756,1.400098682699367,0.7954822671685089,-0.3566553654994062,0.6688174368306914,0.006887916528269896,-1.1728048359761467,-0.5741803602602218,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.7422863341844157,-0.761535123597116,-0.6403499256883356,0.5642986730335362,1.515848011571918,1.044058830960542,1.1810172179509393,0.03454732896620054,1.0072573086973973,-1.1481044239936422,1.6629240922279311,1.5411880066098542,0.7301191519966116,-1.5582336553110305,0.2826022711086548,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.3423080557709441,-1.3795383329803368,-1.6818919007061537,-1.4927237941247886,-0.7946443305083054,1.3126681473485529,-0.03473580052796867,0.03454732896620054,-0.08708651887951827,-0.37066974752878173,0.8972403991254949,0.23263215194111003,0.006887916528269896,1.5251968993680407,0.7205133938083028,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6575833362964137,-0.2558961341017535,-1.3902601477011645,0.06601211008490594,-1.0256935647163277,0.7754495145725313,-1.2504888190068766,-0.5828942951105772,-0.9008293650264555,-1.1481044239936422,0.3683076423554409,1.1050027217202727,1.4533503874649532,0.7543392606982728,1.4535385339794529,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.9423297773574726,0.6430176250011131,-1.01530503669475,-0.09749165609093591,1.2847987773638958,-1.6420343329195661,-1.2504888190068766,1.578151389158145,-0.4238076965954923,-1.1481044239936422,1.0076660158874584,1.5411880066098542,0.7301191519966116,0.36891044136338896,0.054126902743621065,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.25760505788294213,0.6991997349450423,-0.8486583206918992,1.5081562502001553,-0.4095622734949347,1.3126681473485529,1.1810172179509393,0.9607097650813672,-0.7324687761684685,0.7954822671685089,-0.47320692760776983,1.5411880066098542,-1.4395745544084133,0.36891044136338896,1.2155433585992093,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.3423080557709441,-1.491902552868195,-1.4319218267018774,1.3959915505368639,1.4388316001692438,-1.1048157001435446,-0.03473580052796867,0.03454732896620054,0.5302356402664341,1.572916943633369,1.2851178124015852,-0.6397384178380527,0.7301191519966116,1.1397680800331567,-0.2219475006974614,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.25760505788294213,-0.8177172335410451,-0.2653948146819211,-0.14332479373112664,-0.8716607419109795,1.3126681473485529,-0.03473580052796867,0.03454732896620054,0.4460553458374406,-1.5368217622260723,-1.5120205528699153,-1.5121089876172156,-0.7163433189400717,0.36891044136338896,-1.297685693416162,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
