signup_year,age,tenure_months,monthly_spend_usd,discount_pct,support_tickets_90d,complaints_90d,nps_score,days_since_last_activity,late_payments_12m,appointments_12m,missed_appointments_12m,portal_logins_90d,care_gap_count,region_Midwest,region_Northeast,region_South,region_West,customer_segment_enterprise,customer_segment_premium,customer_segment_standard,customer_segment_value,contract_type_annual,contract_type_month_to_month,contract_type_multi_year,autopay_enabled_0,autopay_enabled_1,acquisition_channel_organic,acquisition_channel_paid_search,acquisition_channel_partner,acquisition_channel_referral,acquisition_channel_sales,acquisition_channel_social,plan_category_employer,plan_category_family,plan_category_individual,plan_category_medicare,primary_provider_assigned_0,primary_provider_assigned_1
-0.41885512936497393,1.1443443855978122,0.8014283290072663,1.4277812641434955,-1.6007101679547235,-0.009483023218383181,-1.2302550609783356,-0.330672394488356,1.6865219868870776,1.5507524354983189,-0.14368013008976477,-0.39457574995014416,-0.44472242618538843,-0.050819590516964594,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.8106572548289043,0.520340719447102,1.4493198623520882,1.4142133025056893,0.9391688163443568,-0.009483023218383181,0.02160956800022522,1.5567442173138113,-0.7632174246606137,1.5507524354983189,0.8585015602160683,0.7602801035624724,-0.6492764784759983,-1.0552538501463815,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.027053003901043576,-0.784394218868019,1.0848808748456258,1.0364975617198766,-1.6776761977819683,-1.2942797173219003,-0.6043227464890552,-1.5889501356898008,0.6949607964987263,-1.59001199082739,-1.4321994461972645,0.7602801035624724,-0.49586093925804087,-1.5574709799610902,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.41885512936497393,-0.7276666128543181,-0.2918886335121203,1.5084846862350367,1.1700669058260915,0.5044356544230236,-0.6043227464890552,-1.2743807003894396,-1.6672879217794045,1.1581568822076052,0.1426574957119018,0.3753281523916003,0.3223552699043988,-0.050819590516964594,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.594261505756765,0.6905235374882047,0.23452323733054736,0.40625462236374693,0.47737263738088764,-0.52340170085979,1.2734741969787862,1.24217478201345,0.8699421830378471,0.372965775626178,-0.5731865687922646,0.7602801035624724,1.6519566097933631,-1.5574709799610902,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.594261505756765,-0.9545770369091218,-0.6158344001845312,1.6643308904026248,1.3239989654805815,1.2753136708851338,-1.2302550609783356,-1.2743807003894396,0.19918020130455072,-0.01962977766453561,1.144839186017735,-1.1644796522918885,-1.160661609202523,0.4513975392977439,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.7565512470268171,1.0876167795841112,-0.6968208418526339,-0.7046129689982772,0.3234405777263982,1.5322730097058372,1.8994065114680665,0.6130359114127277,1.1032506984233414,0.372965775626178,1.0016703731169017,0.7602801035624724,-1.365215661493133,-1.0552538501463815,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-1.2024593802928347,1.3145272036389148,0.194030016496496,-0.8868536777727452,-1.6007101679547235,-0.52340170085979,1.2734741969787862,0.9276053467130889,0.7241243609219131,0.7655613289168915,-1.718537071998931,1.5301840059042169,1.2428485052121434,0.9536146691124524,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.2024593802928347,-0.6709390068406171,-0.45386151684832576,-1.5651776177961825,-1.0619479591640095,1.5322730097058372,1.2734741969787862,-0.6452418297887172,1.3948863426552096,-1.1974164375366765,-0.716355381693098,1.5301840059042169,-1.262938635347828,-0.050819590516964594,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.5401554979546779,0.520340719447102,0.2750164581645987,-0.26669403231137895,-1.6776761977819683,0.5044356544230236,1.8994065114680665,0.6130359114127277,-0.9965259400461081,1.1581568822076052,-1.4321994461972645,-0.7795277011210163,0.7314633744856186,0.9536146691124524,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
